135, 1005, "ACCESSORI CANE        "
136, 1005, "TRATTAMENTO COSMETI UO"
137, 1005, "ALIM. ALTRI ANIMALI   "
139, 1005, "ACCESSORI GATTO       "
140, 1005, "CONFEZIONI            "
141, 1005, "ALIM.ACC.ALTRI ANIM.  "
148, 1005, "COMPLET. IGIENE PERSO."
170, 1020, "CONGELATO SFUSO       "
172, 1010, "YOGURT                "
174, 1010, "DESSERT               "
176, 1010, "BEVANDE FRUTTA        "
178, 1010, "LATTE                 "
179, 1020, "SURGELATI VEGETALI    "
180, 1010, "GRASSI                "
181, 1020, "SURGELATI PESCE       "
182, 1010, "FORMAGGI FRESCHI      "
183, 1020, "SURGELATI CARNE       "
184, 1010, "FORMAGGI STAGIONATI   "
185, 1020, "BASE FARINA           "
186, 1010, "FORMAGGI FUSI         "
187, 1020, "GELATI                "
188, 1010, "GRANA LIBERO SERVIZIO"
189, 1020, "PIATTI PRONTI SURGEL. "
190, 1010, "SALUMI LIBERO SERVIZIO"
191, 1025, "PANE PROD. ESTERNA    "
192, 1010, "UOVA                  "
193, 1010, "WURSTEL               "
194, 1010, "PASTA FRESCA          "
195, 1025, "SOST.PANE PROD. ESTER."
196, 1010, "CONDIMENTI            "
198, 1010, "GASTRO. PIATTI PRONTI "
199, 1025, "SPEC.BASE PANE PROD.ES"
200, 1010, "GASTRONOMIA PESCE     "
202, 1010, "GASTRO. BASE FARINA   "
203, 1025, "MATERIE PRIME PANE    "
204, 1010, "RICORRENZE            "
205, 1025, "PASTICC.PRODUZ.ESTERNA"
206, 1015, "FORMAGG.FRES.SERV.ASS."
207, 1010, "SALUMI PRECOTTI       "
208, 1015, "FORMAGG.FRES.TAKE AWAY"
209, 1025, "MATERIE PRIME PASTICC."
210, 1015, "FORMAGG.STAG.SERV.ASSI"
212, 1015, "FORMAGG.STAG.TAKE AWAY"
214, 1015, "GRANA A SERV. ASSIST. "
216, 1015, "GRANA TAKE AWAY       "
218, 1015, "SALUMI A SERV. ASSIST."
220, 1015, "SALUMI TRANCI/INT.TA  "
221, 1015, "SALUMI AFFET.TAKE AWAY"
222, 1015, "GASTRO.SERV. ASSISTITO"
224, 1015, "GASTRONOMIA TAKE AWAY "
226, 1015, "PASTA FRESCA SERV.ASS."
228, 1015, "PASTA FRESCA TAKE AWAY"
230, 1015, "ROSTICCERIA           "
232, 1015, "CUCINA SERV. ASSISTITO"
234, 1015, "CUCINA TAKE AWAY      "
236, 1015, "MOZZAR.FILATI SERV.ASS"
238, 1015, "MOZZAR.FILATI TAKEAWAY"
240, 1015, "PASTA FRESCA SERV.ASS."
242, 1015, "PASTA FRESCA TAKE AWAY"
244, 1015, "MATERIE PRIME         "
246, 1040, "MELE                  "
248, 1040, "PERE                  "
250, 1040, "FRUTTA CON NOCCIOLO   "
252, 1040, "FRAGOLE/FRUT.DI BOSCO "
254, 1040, "COCOMERI MELONI       "
256, 1040, "UVA                   "
258, 1040, "AGRUMI                "
260, 1040, "BANANE                "
262, 1040, "KIWI                  "
264, 1040, "FRUTTA ESOTICA        "
266, 1040, "ALTRA FRUTTA FRESCA   "
268, 1040, "FRUTTA PREP.PROD.INT. "
270, 1040, "FRUTTA PREP.PROD.EST. "
272, 1040, "FRUTTA SECCA          "
274, 1040, "FRUTTA ESSIC./DISIDR. "
276, 1040, "CONFEZIONI REGALO     "
278, 1040, "INSALATE              "
280, 1040, "RADICCHI              "
282, 1040, "VERDURE FOGLIA        "
284, 1040, "ALTRE VERDURE         "
286, 1040, "POMODORI              "
288, 1040, "PATATE                "
290, 1040, "ALTRI ORTAGGI         "
292, 1040, "CIPOLLE E AGLIO       "
294, 1040, "AROM.FRES.PIANT.CONSUM"
296, 1040, "FUNGHI                "
298, 1040, "VERD.PREP.PROD.ESTERNA"
300, 1040, "VERD.PREP.PROD.INTERNA"
301, 1060, "INTIMO GIORNO DONNA   "
302, 1040, "OLIVE                 "
303, 1060, "INTIMO NOTTE DONNA    "
304, 1040, "LEGUMI FRESCHI        "
305, 1060, "CALZETTERIA DONNA     "
306, 1040, "VERD.LEG.CER.AROM.SEC."
307, 1060, "MAGLIERIA ESTERNA DONN"
308, 1030, "BOVINO                "
309, 1060, "GONNE DONNA           "
310, 1030, "SUINO                 "
311, 1060, "CAMICIE DONNA         "
312, 1030, "OVINO                 "
313, 1060, "ABITI/COORDINATI DONNA"
314, 1030, "EQUINO                "
315, 1060, "PANTALONI DONNA       "
316, 1030, "ALTRE CARNI ROSSE     "
317, 1060, "CAPI SPALLA DONNA     "
318, 1030, "ELABORATI CARNI ROSSE "
319, 1060, "ACCESS. ABBIGL. DONNA "
320, 1030, "ELAB.CAR.ROSS.LAV.EST."
321, 1060, "INTIMO GIORNO UOMO    "
322, 1030, "POLLAME               "
323, 1060, "INTIMO NOTTE UOMO     "
324, 1030, "TACCHINO              "
325, 1060, "CALZETTERIA UOMO      "
326, 1030, "CONIGLIO              "
327, 1060, "MAGLIERIA ESTERNA UOMO"
328, 1030, "ALTRO AVICUNICOLO     "
329, 1060, "PANTALONI UOMO        "
330, 1030, "ELABORATI AVICUNICOLO "
331, 1060, "CAMICERIA UOMO        "
332, 1030, "ELAB.AVICUN.LAV.INTERN"
333, 1060, "CAPI SPALLA UOMO      "
334, 1035, "INTERO/EVISCERATO     "
335, 1060, "ABB.TO LAVORO/UOMO    "
336, 1035, "TRANCI/FILETTI        "
337, 1060, "ACCESSORI ABBIG.UOMO  "
338, 1035, "MOLLAME               "
339, 1060, "INTIMO GIORNO 3       "
340, 1035, "CROSTACEI             "
341, 1060, "INTIMO NOTTE 3-       "
342, 1035, "GUSCIAME              "
343, 1060, "CALZETTERIA 3-1       "
344, 1035, "ELABORATO PREPARATO   "
345, 1035, "CONSERVATO "
346, 1035, "ELAB.PREP.LAV.INTERNA "
348, 1035, "COTTURA PESCE         "
349, 1035, "DECONGELATO/CONGELATO "
350, 1035, "CONFEZIONATO DA FORN. "
351, 1035, "CONFEZIONATO A PDV "
352, 1025, "SOST.PANE PROD.INTERNA"
353, 1060, "ACCESS. ABB.TO        "
355, 1060, "GREMBIULI BAMBI       "
357, 1060, "INTIMO NEONATO        "
359, 1060, "CALZETTERIA 0-2       "
363, 1060, "PICC. PUERICULT       "
365, 1060, "GRANDE PUERICUL       "
367, 1060, "TUTE/ABB.TO SPO       "
369, 1060, "ABB.TO SCI            "
370, 1025, "BAR                   "
372, 1025, "PASTICCERIA BAR       "
373, 1060, "CALZATURE SPORT       "
374, 1025, "GELATERIA             "
375, 1060, "CALZATURE SPORT       "
376, 1025, "PANINERIA PIZZERIA    "
377, 1060, "CALZATURE SPORT       "
378, 1025, "PIATTI PRONTI         "
379, 1060, "MARE BIMBI            "
380, 1025, "MATERIE PRIMO RISTORO "
381, 1060, "MARE DONNA            "
383, 1060, "MARE UOMO             "
385, 1060, "ACCESSORI MARE        "
387, 1060, "PELLETTERIA E O       "
389, 1005, "ALTA PROFUMERIA       "
391, 1005, "COSMETICI A BAN       "
393, 1060, "GIOIELLERIA           "
395, 1060, "PANTOFOLE BIMBO       "
397, 1060, "PANTOFOLE DONNA       "
399, 1060, "PANTOFOLE UOMO        "
401, 1060, "CALZATURE BIMBO       "
403, 1060, "CALZATURE DONNA       "
405, 1060, "CALZATURE UOMO        "
407, 1060, "CIABATTE MARE E       "
409, 1060, "ACCESSORI CALZA       "
411, 1060, "BAGNO TESSILE         "
413, 1060, "CUCINA TESSILE        "
415, 1060, "TAVOLA TESSILE        "
417, 1060, "LENZUOLA              "
419, 1060, "COPERTE PLAID T       "
421, 1060, "ACCESSORI LETTO       "
423, 1060, "ACCESSORI TESSI       "
424, 1060, "INTIMO NOTTE NEONATO  "
425, 1060, "FERRAMENTA            "
427, 1060, "UTENSILERIA MAN       "
428, 1060, "SICUREZZA             "
429, 1060, "ATTREZZI ELETTR       "
431, 1060, "ELETTRICITA'          "
432, 1060, "ABB.TO ESTERNO NEONATO"
433, 1060, "LAMPADE               "
434, 1060, "ABB.TO ESTERNO NEONATA"
435, 1060, "PILE                  "
436, 1060, "ABB.TO ESTERNO BIMBO  "
437, 1060, "MANUTENZIONE          "
438, 1060, "ABB.TO ESTERNO BIMBA  "
439, 1060, "DECORAZIONE           "
441, 1060, "RIPARAZIONE/RIC       "
444, 1060, "CAMINETTO/RISCALDAMENT"
445, 1060, "PRODOTTI PER MA       "
447, 1060, "RICAMBI/ATTREZZ       "
449, 1060, "ACCESSORI AUTO        "
451, 1060, "PULIZIA AUTO          "
452, 1060, "CALZE SPORTIVE        "
453, 1060, "SICUREZZA AUTO        "
455, 1060, "ACCESSORI ESTER       "
457, 1060, "MANUTENZIONE MOTO "
459, 1060, "ATTREZZI MOTORE       "
460, 1060, "ACCESSORI GIARDINAGGIO"
461, 1060, "UTENSILI GIARDI       "
462, 1060, "PNEUMATICI "
463, 1060, "PRODOTTI CHIMIC       "
465, 1060, "CONTENITORI GIA       "
467, 1060, "IRRIGAZIONE           "
469, 1060, "PIATTI                "
471, 1060, "BICCHIERI             "
473, 1060, "COMPLEMENTI TAV       "
475, 1060, "POSATERIA             "
477, 1060, "TAZZE E COMPLEM       "
479, 1005, "USA E GETTA TAV       "
481, 1060, "COTTURA SERIE         "
483, 1060, "COTTURA VARIE         "
485, 1060, "COTTURA A FORNO       "
487, 1060, "PREPARAZIONE CI       "
489, 1060, "ACCESSORI CUCIN       "
491, 1060, "ACCESSORI ENOTECA     "
493, 1060, "CONSERVAZIONE CUCINA  "
494, 1005, "AVVOLGENTI CUCI       "
496, 1005, "ACCESSORI PULIZIA CASA"
497, 1060, "BAGNO CASA ARRE       "
499, 1060, "MOBILI                "
501, 1060, "TAPPETI CASA AR       "
502, 1060, "CANDELE ED ESSENZE    "
505, 1060, "ILLUMINAZIONE         "
507, 1060, "CAMPING               "
509, 1060, "PIC NIC               "
511, 1060, "GIARD./TERRAZZO       "
515, 1060, "ATTREZ. PALESTR       "
517, 1060, "ATTREZZ. ALTRI        "
518, 1060, "ARTICOLI WELLNESS     "
519, 1060, "CACCIA E PESCA        "
523, 1060, "VIAGGIO               "
525, 1005, "ACCESSORI ANIMA       "
527, 1060, "INFANZIA E PRESCOLARE "
529, 1060, "PELOUCHE              "
531, 1060, "COSTRUZIONI           "
533, 1060, "GIOCHI DI GRUPP       "
534, 1060, "RETI E MATERASSI      "
535, 1060, "BAMBINA GIOCATT"
537, 1060, "BAMBINO GIOCATT       "
538, 1060, "COMPLEMENTI D'INTERNO "
539, 1060, "LOCOMOZIONE GIO       "
541, 1060, "MARE/SPIAGGIA G       "
543, 1060, "GIOCHI CONSOLLE       "
545, 1060, "ADDOBBO NATALIZ       "
546, 1060, "PULIZIA SERVIZIO      "
547, 1060, "CONTENITORI SCU       "
548, 1060, "STENDERE              "
549, 1060, "CARTA                 "
550, 1060, "STIRARE               "
551, 1060, "CARTA RICORRENZ       "
552, 1060, "RIPORRE               "
553, 1060, "MATERIALI PER D       "
555, 1060, "SCRITTURA             "
557, 1060, "CARTA PER UFFIC       "
559, 1060, "ACCESSORI PER U       "
561, 1060, "CONTENITORI DI        "
563, 1060, "LETTURA               "
565, 1060, "ASCOLTO               "
567, 1060, "VISIONE               "
568, 1060, "RIPONIMENTO / SCALE   "
569, 1060, "COMPUTER              "
571, 1060, "SOFTWARE              "
573, 1060, "STAMPANTI             "
574, 1060, "PRODOTTI EST./INV.    "
575, 1060, "PERIFERICHE           "
577, 1060, "ACCESSORI INFOR       "
581, 1060, "HIFI SUONO            "
583, 1060, "PICCOLO SUONO         "
585, 1060, "SUONO AUTO            "
587, 1060, "STRUMENTI MUSIC       "
589, 1060, "ACCESSORI SUONO       "
591, 1060, "TV                    "
595, 1060, "VIDEOCAMERE           "
596, 1060, "GONFIABILI E NAUTICA  "
597, 1060, "ACCESSORI TV/VI       "
598, 1060, "MARE "
599, 1060, "FOTO                  "
600, 1060, "BICICLETTE            "
601, 1060, "OTTICA                "
602, 1060, "ACCESSORI CICLI       "
603, 1060, "OROLOGI               "
607, 1060, "COTTURA PED           "
608, 1060, "MOTO                  "
609, 1060, "CUCINA PED            "
611, 1060, "PULIZIA PED           "
613, 1060, "CURA D. PERSONA       "
615, 1060, "SARTORIA PED          "
617, 1060, "CONDIZIONAMENTO       "
619, 1060, "LAVAGGIO              "
621, 1060, "CONSERVAZIONE G       "
622, 1040, "PIANTE DA ESTERNO     "
623, 1060, "COTTURA GED           "
624, 1040, "PIANTE DA INTERNO     "
625, 1060, "INCASSO GED           "
626, 1060, "SEMI E BULBI          "
628, 1040, "FIORI RECISI          "
630, 1060, "LETTURA ADULTI "
631, 1060, "LETTURA BAMBINO "
632, 1060, "MANUALISTICA "
633, 1060, "DIDATTICA "
634, 1060, "TASCABILE "
635, 1060, "LETTURA PROMOZIONALE "
636, 1060, "LETTURA WEB "
656, 1060, "CARNEVALE/CAPODANNO   "
666, 1060, "BELLE ARTI            "
667, 1060, "GADGET                "
702, 1060, "PERIFERICHE TV        "
710, 1060, "TELEFONI CELLULARI    "
712, 1060, "TELEFONI ABITAZIONE   "
714, 1060, "ACCESSORI             "
716, 1060, "TELEFONIA PERIFERICHE "
736, 1060, "SVILUPPO FOTO         "
738, 1060, "SERVIZI TELEFONICI    "
740, 1060, "SERVIZI TV            "
742, 1060, "VENDITA BIGLIETTI     "
744, 1060, "CONSEGNE A DOMICILIO  "
746, 1060, "ESTENSIONE GARANZIA   "
750, 1005, "PRECONFEZIONAMENTO    "
751, 1005, "MATERIALI IMBALLO     "
752, 1005, "VUOTI BEVANDE         "
753, 1005, "MATERIALI VARI        "
754, 1005, "CONTENITORI SPESA     "
755, 1005, "VUOTI SETTORI DIVERSI "
758, 1060, "EROGAZIONE CARBURANTI "
760, 1070, "MEDICINALI iva 10%    "
761, 1070, "OMEOPATICI            "
762, 1070, "PARAFARMACI iva 20%   "
763, 1070, "VETERINARI            "
764, 1070, "MEDICINALI iva 20%    "
765, 1070, "FITOTERAPIA           "
766, 1070, "PARAFARMACI iva 10%   "
767, 1070, "CERT.SPECIALI         "
768, 1070, "PARAFARMACI iva  4%   "
769, 1070, "OTTICA                "
770, 1070, "PROD.ANTIDEC/SANITARI "
771, 1070, "DERMO COSMETICA       "
772, 1070, "IGIENE PERSONALE      "
773, 1070, "IGIENE ORALE          "
774, 1070, "PRODOTTI PER CAPELLI  "
775, 1070, "ALIMENTI INFANZIA     "
778, 1070, "CAMPIONI GRATUITI "
779, 1070, "PARAFARMACO USO VETER."
780, 1070, "TEST AUTODIAGN.SALUTE "
781, 1070, "TEST AUTODIAGN.BENESS "
782, 1070, "PRENOTAZIONI          "
783, 1070, "CONVENZIONI           "
784, 1070, "NOLEGGIO              "
785, 1070, "PROD.CONSUM./MAT.PRIME"
786, 1070, "FASCIA "
799, 1060, "SERVIZI               "
801, 1060, "BOLLETTE              "
803, 1060, "CARTE SOLIDARIETA     "
805, 1060, "CARTE PREPAGATE       "
806, 1060, "PARCHEGGI "
851, 1060, "EDICOLA"
855, 1030, "ROSTICCERIA           "
869, 1025, "PANE PROD. INTERNA    "
873, 1025, "SPEC.BASE PANE PROD.IN"
879, 1025, "PASTICCERIA PROD.INTER"
888, 1055, "NON DEFINITO          "
894, 1060, "EXTRA ALIMENTARI"
895, 1060, "POSTVENDITA           "
896, 1060, "EXTRA ALIMENTARI"
897, 1060, "CARD VIRTUALI "
901, 1055, "FESTE                 "
902, 1025, "MAT.CONF PANE         "
905, 1030, "MAT.CONF CARNI ROSSE  "
906, 1030, "MAT.CONF CARNI BIANCHE"
907, 1035, "MAT.CONF PESCE        "
908, 1040, "MAT.CONF ORTOFRUTTA   "
911, 1015, "MAT.CONF GASTRONOMIA  "
912, 1015, "MAT.CONF PROD.GASTRONO"
913, 1060, "MAT.CONF PERSONA      "
920, 1010, "VENDITE A RP  LIBERO  "
921, 1015, "VENDITE A RP  GASTRO. "
922, 1020, "VENDITE A RP  SURGEL. "
923, 1025, "VENDITE A RP  PANE    "
924, 1030, "VENDITE A RP  CARNE   "
925, 1035, "VENDITE A RP  PESCE   "
926, 1040, "VENDITE A RP ORTOFR.  "
927, 1005, "VENDITE A RP GROCERY  "
933, 1005, "VENDITE A RP VUOTI    "
934, 1050, "VENDITE A REPARTO     "
935, 1015, "VENDITE A RP PROD.GAST"
936, 1060, "VENDITE A RP PERSONA  "
937, 1060, "SMALTIMENTI RP PERSONA"
938, 1060, "VENTITE A RP CASA     "
939, 1060, "SMALTIMENTI RP CASA   "
940, 1060, "VENDITE RP STAG.BRICO "
941, 1060, "SMALTIMENTI RP STAG.BR"
942, 1060, "VENDITE RP MULTIMEDIA "
943, 1060, "SMALTIMENTI MULTIMEDIA"
944, 1060, "VENDITE RP CARBURANTI "
945, 1005, "VENDITE RP SHOPPER    "
953, 1060, "TESTI SCOLASTICI      "
990, 1050, "COUPON                "
994, 1050, "BUONI SCONTO          "
996, 1050, "BUONI SOLIDARIETA     "
997, 1050, "COLLEZIONAMENTO BOLLINI"
998, 1050, "COLLEZIONAMENTO       "
1005, 0, "GENERI VARI           "
1010, 0, "SALUMI LATTICINI      "
1015, 0, "GASTRONOMIA           "
1020, 0, "SURGELATI             "
1025, 0, "PANE/PASTICCERIA      "
1030, 0, "CARNI                 "
1035, 0, "PESCE                 "
1040, 0, "ORTOFRUTTA            "
1045, 0, "CONFEZIONAMENTO       "
1050, 0, "CATALOGO OMAGGI       "
1055, 0, "FESTE                 "
1060, 0, "EXTRA ALIMENTARI      "
1070, 0, "FARMACIA"
2001, 0, "Deposit               "
2091, 2001, "Deposit minus         "
2092, 2001, "Deposit plus          "
2991, 2091, "Deposit minus         "
2992, 2092, "Deposit plus          "
